X,Y,DESCRIP10,BUSINESS10,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
324547.4298,671181.061799999,vacant,vacant,Class 1,Class 1,Class 1,Vacant,235 MORNINGSIDE ROAD,EH10 4QT,4261
324549.7669,671162.5449,public house,Canny Man's,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,237 MORNINGSIDE ROAD,EH10 4QU,4262
324548.5168,671152.0,"hot food take-away (fish & chips, pizzas, kebabs, burgers)",Stefano's,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,241 MORNINGSIDE ROAD,EH10 4QU,4263
324548.8595,671148.059,clothing alterations & repairs,Morningside Tailors,Class 1,Class 1,Class 1,Class 1,241A MORNINGSIDE ROAD,EH10 4QU,4264
324549.0309,671145.1461,stationery,Stationery Express, , ,Class 1,Class 1,243A MORNINGSIDE ROAD,EH10 4QU,4265
324549.2837,671139.657299999,n/t/c,The News, , ,Class 1,Class 1,245 MORNINGSIDE ROAD,EH10 4QU,4266
324549.7978,671132.2303,optician,Rifkind & Brophy, , ,Class 1,Class 1,247-247A MORNINGSIDE ROAD,EH10 4QU,4267
324550.3455,671125.803400001,ladies shoes,Ann Brownlie Shoes,Class 1,Class 1,Class 1,Class 1,251 MORNINGSIDE ROAD,EH10 4QU,4268
324550.1461,671109.713500001,hairdresser (gents hot shave),The Brothers Barbers,Class 1,Class 1,Class 1,Class 1,253 MORNINGSIDE ROAD,EH10 4RD,4269
324550.4888,671105.9438,health foods,Good Food,Class 1,Class 1,Class 1,Class 1,255 MORNINGSIDE ROAD,EH10 4RD,4270
324551.1152,671101.342700001,picture framer,edge,Class 4,Class 1,Class 1,Class 1,257 MORNINGSIDE ROAD,EH10 4RD,4271
324551.4579,671097.486,"jeweller, prints, picture framing",Angles,Class 1,Class 1,Class 1,Class 1,259 MORNINGSIDE ROAD,EH10 4RD,4272
324551.8006,671093.657299999,"mobile phones, accessories & services",Mobyitel.com,Class 1,Class 1,Class 1,Class 1,261 MORNINGSIDE ROAD,EH10 4RD,4273
324552.1433,671090.1713,veterinary surgery,West End Veterinary Partnership,Class 2,Class 2,Class 2,Class 2, , ,4274
324560.7135,671082.0309,post office,Post Office,Class 1,Class 1,Class 1,Class 1,265 MORNINGSIDE ROAD,EH10 4RD,4275
324535,670896,contractors,KM Contracts,Class 2,Class 4,Vacant,Class 4,271 MORNINGSIDE ROAD,EH10 4RW,4276
324472.514,671911.8848,bank,Bank of Scotland,Class 2,Class 2,Class 2,Class 2,8 MORNINGSIDE ROAD,EH10 4DD,4277
324478.0,671860.713500001,"kitchen, bedroom & bathroom furniture",Moben / Sharps / Dolphin,Class 3,Class 1,Class 1,Class 1,14 MORNINGSIDE ROAD,EH10 4DB,4278
324477.8287,671843.9157,"confectionery, ice cream, café",S. Luca, , ,Class 1,Class 1,16 MORNINGSIDE ROAD,EH10 4DB,4279
324478.2837,671802.426999999,bathroom furniture,Bubbles - Luxury Fitted Bathrooms,Class 1,Class 1,Class 1,Class 1,20 MORNINGSIDE ROAD,EH10 4DA,4280
324478.4551,671796.9438,lingerie & swimwear,Bravado Underwear,Class 2,Class 1,Class 1,Class 1,22 MORNINGSIDE ROAD,EH10 4DA,4281
324478.6264,671791.118000001,vacant,vacant (formerly Mrs. Smith fashions),Class 1,Class 1,Class 1,Vacant,26 MORNINGSIDE ROAD,EH10 4DA,4282
324478.8848,671782.8848,school uniforms & sports equipment,Clan House,Class 1,Class 1,Class 1,Class 1,28-30 MORNINGSIDE ROAD,EH10 4DA,4283
327021.2549,674398.8367,hot food take-away,Abbeyhill take away,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,58 MONTROSE TERRACE,EH7 5DP,4284
327026.9215,674400.725500001,upholsterer,Houseproud Upholsterers,Class 4,Class 4,Class 4,Class 4,60 MONTROSE TERRACE,EH7 5DP,4285
327031.7647,674401.967399999,camera repairs,J.P. Camera Repair Co.,Class 1,Class 1,Class 1,Class 1,64 MONTROSE TERRACE,EH7 5DP,4286
327036.2353,674403.085000001,vacant,vacant,Class 1,Vacant,Vacant,Vacant,66 MONTROSE TERRACE,EH7 5DP,4287
327043.5294,674404.614399999,glaziers / joiners,Abbet Contracts,Class 4,Vacant,Class 4,Class 4,68 MONTROSE TERRACE,EH7 5DP,4288
327048.4967,674405.8562,vacant,vacant,Class 1,Class 1,Class 1,Vacant,70 MONTROSE TERRACE,EH7 5DP,4289
327053.3399,674406.9739,hairdresser,Quinsey's,Class 1,Class 1,Class 1,Class 1,74-76 MONTROSE TERRACE,EH7 5DP,4290
327310.9443,674541.701300001,mixed durable goods,B&M Home Store, , ,Class 1,Class 1,6 MORAY PARK,EH7 5TS,4291
327344.9722,674565.972200001,ladies & mens clothing,Marks & Spencer Outlet, ,Class 1,Class 1,Class 1,7 MORAY PARK,EH7 5TS,4292
327373.2301,674568.5418,ladies & mens clothing,Peacocks, , ,Class 1,Class 1,8 MORAY PARK,EH7 5TS,4293
327413.091,674573.5418,supermarket - large,Sainsbury, , ,Class 1,Class 1,9-10 MORAY PARK,EH7 5TS,4294
327368.3082,674442.793,restaurant,Kentucky Fried Chicken (KFC), , ,Class 3,Class 3,11 MORAY PARK,EH7 5TS,4295
328822.8936,669509.925100001,beauty salon,Sunflower Beauty,Class 1,Class 1,Class 1,Class 1,33 MOREDUN PARK ROAD,EH17 7ES,4296
328833.5158,669511.043299999,chemist,Lindsay & Gilmour,Class 1,Class 1,Class 1,Class 1,37 MOREDUN PARK ROAD,EH17 7ES,4297
328845.4526,669513.807,hairdresser,Barrie Jon Hairstyles,Class 1,Class 1,Class 1,Class 1,39 MOREDUN PARK ROAD,EH17 7ES,4298
328864.1114,669516.602299999,grocer,Key Store, , ,Class 1,Class 1,43-45 MOREDUN PARK ROAD,EH17 7ES,4299
328878.5184,669518.9167,baker,Morrison's Home Bakery,Class 1,Vacant,Class 1,Class 1,49 MOREDUN PARK ROAD,EH17 7ES,4300
329210.4226,669539.9781,baker,Ferguson's Home Bakery,Class 1,Class 1,Class 1,Class 1,101 MOREDUN PARK ROAD,EH17 7HJ,4301
329220.0,669532.7577,grocer,Fazal Convenience Store (Premier), , ,Class 1,Class 1,105-107 MOREDUN PARK ROAD,EH17 7HJ,4302
329239.7887,669517.5592,hairdresser,Jon McMahon Hair,Class 1,Class 1,Class 1,Class 1,111 MOREDUN PARK ROAD,EH17 7HJ,4303
329247.674,669511.8106,vacant,vacant,Class 1,Class 1,Class 4,Vacant,113 MOREDUN PARK ROAD,EH17 7HJ,4304
324485.9129,671642.1742,natural floorcoverings (wooden),Surface+,Class 1,Class 1,Class 1,Class 1,98 MORNINGSIDE ROAD,EH10 4BY,4305
324485.8848,671637.1713,hairdresser,Technik,Class 1,Class 1,Class 1,Class 1,102 MORNINGSIDE ROAD,EH10 4BY,4306
324486.0562,671631.1713,charity shop,Shelter,Class 1,Class 1,Class 1,Class 1,104 MORNINGSIDE ROAD,EH10 4BY,4307
324490.823,671548.112400001,photographic goods,Cameratiks,Class 1,Class 1,Class 1,Class 1,120-122 MORNINGSIDE ROAD,EH10 4BX,4308
324490.9129,671541.0,prints & picture framing,The Framework Gallery,Class 2,Class 1,Class 1,Class 1,124 MORNINGSIDE ROAD,EH10 4BX,4309
324491.0843,671537.0,"oriental therapies (acupuncture, herbal remedies, massage, reflexology)",Chinese Doctor,Class 1,Class 2,Class 2,Class 2,126 MORNINGSIDE ROAD,EH10 4BX,4310
324492.7697,671520.9157,hot food take-away (Chinese),Rice Bowl,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,128A MORNINGSIDE ROAD,EH10 4BX,4311
324493.7107,671514.483200001,"fabrics, curtains",Dingwall Fabrics,Class 1,Class 1,Class 1,Class 1,130 MORNINGSIDE ROAD,EH10 4BX,4312
324497.7135,671503.887599999,pine furniture,Studio One Furniture,Class 1,Class 1,Class 1,Class 1,132 MORNINGSIDE ROAD,EH10 4BX,4313
324506.5702,671378.6854,florist,Arrangements Direct,Class 1,Class 1,Class 1,Class 1,156 MORNINGSIDE ROAD,EH10 4PX,4314
324506.7416,671374.6854,"jewellery, handbags & accessories",Amore Mio,Class 4,Class 1,Class 1,Class 1,158 MORNINGSIDE ROAD,EH10 4PX,4315
324506.9691,671368.8287,beauty salon,Callidora,Class 1,Class 1,Class 1,Class 1,162 MORNINGSIDE ROAD,EH10 4PX,4316
324495.8848,671346.918500001,public house & restaurant,The Merlin,SUI GENERIS,Class 3,SUI GENERIS,SUI GENERIS,168(05)-172 MORNINGSIDE R,EH10 4PU,4317
324509.7416,671334.342700001,hot food take-away (Indian),India Today,Class 2,Class 1,SUI GENERIS,SUI GENERIS,176 MORNINGSIDE ROAD,EH10 4PU,4318
324509.9129,671325.8287,funeral directors / undertakers,W.T. Dunbar & Sons, , ,Vacant,Class 1,178-182 MORNINGSIDE ROAD,EH10 4PU,4319
324511.1124,671293.2837,betting shop,William Hill,Class 1,Class 1,Class 1,Class 2,190 MORNINGSIDE ROAD,EH10 4PU,4320
324511.2837,671286.4298,bank,Santander,Class 2,Class 2,Class 2,Class 2,194-196 MORNINGSIDE ROAD,EH10 4PU,4321
329114.4535,669526.599300001,supermarket & post office,Scotmid / Post Office,Class 1,Class 1,Class 1,Class 1,80-88 MOREDUN PARK ROAD,EH17 7HG,4322
328929.0611,670092.3741,public house,The Royal,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,50 MOREDUNVALE ROAD,EH17 7RZ,4323
328937.8282,670075.5153,grocer,Afe Minimart, , ,Class 1,Class 1,50A MOREDUNVALE ROAD,EH17 7RZ,4324
328939,670107,betting shop,Scotbet, , ,Class 2,Class 2,(50B) MOREDUNVALE ROAD,EH17 7RZ,4325
324461.7135,670785.6545,hairdresser,Muir's Hair Salon,Class 1,Class 1,Class 1,Class 1,3 MORNINGSIDE DRIVE,EH10 5LZ,4326
324456.0843,670785.741599999,ceramic tiles,G. Henderson,Class 1,Class 2,Class 1,Class 1,7 MORNINGSIDE DRIVE,EH10 5LZ,4327
324452.6573,670785.5702,hairdresser,Claire's Hair Shop,Class 1,Class 1,Class 1,Class 1,9 MORNINGSIDE DRIVE,EH10 5LZ,4328
324446.8258,670785.1994,vacant,vacant,Class 1,Class 4,Class 4,Vacant,13-15 MORNINGSIDE DRIVE,EH10 5LZ,4329
324437.4017,670782.971899999,educational / tutoring service,Whizzkidz Multimedia Learning Centre for Children,Class 2,Class 2,Class 4,Class 4,19 MORNINGSIDE DRIVE,EH10 5LZ,4330
324432.4326,670781.4298,painters & decorators,Alldec,Class 1,Class 4,Class 4,Class 4,21 MORNINGSIDE DRIVE,EH10 5LZ,4331
324470.4132,670814.423900001,restaurant (Chinese),Heaven's Kitchen,Class 3,Class 3,Class 3,Class 3,6-8 MORNINGSIDE DRIVE,EH10 5LY,4332
324463.4551,670813.832599999,hypnotherapist,Morningside Hypnotherapy Centre,Class 1,Class 1,Class 2,Class 2,10 MORNINGSIDE DRIVE,EH10 5LY,4333
324459.0,670813.6097,vacant,vacant,Class 1,Class 1,Class 2,Vacant,14-16 MORNINGSIDE DRIVE,EH10 5LY,4334
324448.8212,670812.9805,vacant,vacant,Class 1,Class 2,Class 2,Vacant,20 MORNINGSIDE DRIVE,EH10 5LY,4335
324445.0168,670812.7576,nursing & residential care services,Lynedoch Care,Class 2,Class 2,Class 4,Class 4,22 MORNINGSIDE DRIVE,EH10 5LY,4336
323702.8272,670632.7807,dwelling,dwelling,Class 1,Class 1,Class 1,Class 9, , ,4337
324513.3455,671702.2556,clothing & homeware,bohemia,Class 1,Class 1,Class 1,Class 1,33A MORNINGSIDE ROAD,EH10 4DR,4338
324513.6882,671695.9157,lighting,Studio Design Italia (October 1st Ltd.), , ,Class 1,Class 1,37-39 MORNINGSIDE ROAD,EH10 4DR,4339
324514.2865,671688.0,café,Rocket Café,Class 1,Class 1,Class 1,Class 3,41 MORNINGSIDE ROAD,EH10 4DR,4340
324515.4298,671680.6854,residential letting agency,Arden Property management,Class 2,Class 2,Class 2,Class 2,43 MORNINGSIDE ROAD,EH10 4DS,4341
324516.2303,671655.426999999,restaurant,Nonna's Kitchen,Class 2,Class 1,Class 3,Class 3,45 MORNINGSIDE ROAD,EH10 4BB,4342
324516.4017,671644.4607,bedroom furniture,feather & black,Class 1,Class 1,Class 1,Class 1,47-49 MORNINGSIDE ROAD,EH10 4BA,4343
324516.5449,671636.1461,bathroom furniture & fittings,bathstore.com,Class 1,Class 1,Class 1,Class 1,53-57 MORNINGSIDE ROAD,EH10 4BA,4344
324516.7163,671622.856699999,vacant,vacant,Class 1,Class 1,Class 1,Vacant,61-63 MORNINGSIDE ROAD,EH10 4AZ,4345
324520.2303,671518.309,furniture,Studio One Furniture,Class 1,Class 1,Class 1,Class 1,71 MORNINGSIDE ROAD,EH10 4AY,4346
324520.7444,671513.682600001,chiropodist,Morningside Podiatry Service,Class 2,Class 2,Class 2,Class 2, , ,4347
324521.2584,671509.0562,"gifts, crafts, greeting cards",Mulberry Bush,Class 1,Class 1,Class 1,Class 1,77 MORNINGSIDE ROAD,EH10 4AY,4348
324521.6826,671504.5112,homeware,Context Interiors,Class 2,Class 1,Class 11,Class 1,79 MORNINGSIDE ROAD,EH10 4AY,4349
324522.1152,671500.831499999,"artists materials, prints, art gallery",Just Art,Class 1,Class 1,Class 1,Class 1,81 MORNINGSIDE ROAD,EH10 4AY,4350
324523.4888,671494.5702,ladies clothing,Wilkies,Class 1,Class 1,Class 1,Class 1,83-85 MORNINGSIDE ROAD,EH10 4AY,4351
324524.1742,671485.317399999,charity shop,Cancer Research UK,Class 1,Class 1,Class 1,Class 1,87 MORNINGSIDE ROAD,EH10 4AY,4352
324525.2022,671475.3792,plumbers & heating engineers,Haggart,Class 1,Vacant,Class 4,Class 4,89 MORNINGSIDE ROAD,EH10 4AY,4353
324526.059,671464.412900001,charity shop,Bethany shop,Class 1,Vacant,Class 1,Class 1,93 MORNINGSIDE ROAD,EH10 4AY,4354
324526.9157,671453.2752,travel agent,Thomas Cook,Class 1,Class 1,Class 1,Class 1,95 MORNINGSIDE ROAD,EH10 4AY,4355
324539.9747,671417.856699999,supermarket - large,Waitrose,Class 1,Class 1,Class 1,Class 1,145 MORNINGSIDE ROAD,EH10 4AX,4356
324530.6039,671388.112400001,mobile phone shop,O2,Class 1,Class 1,Class 1,Class 1,147 MORNINGSIDE ROAD,EH10 4AX,4357
324530.7753,671383.8287,optician,Visionary Eyecare,Class 2,Class 1,Class 1,Class 1,151 MORNINGSIDE ROAD,EH10 4AX,4358
324531.4607,671379.202199999,chemist,Lorimer Pharmacy,Class 1,Class 1,Class 1,Class 1,153 MORNINGSIDE ROAD,EH10 4AX,4359
324532.2893,671371.5702,restaurant (Chinese),Pine Garden,SUI GENERIS,Class 3,Class 3,Class 3,155 MORNINGSIDE ROAD,EH10 4AX,4360
324532.9747,671365.573000001,betting shop,Ladbrokes,Class 2,Class 2,Class 2,Class 2,159-161 MORNINGSIDE ROAD,EH10 4AX,4361
324533.8034,671356.7697,charity shop,Kidney Research UK,Class 1,Class 1,Class 1,Class 1,163 MORNINGSIDE ROAD,EH10 4AX,4362
324534.3174,671351.8006,café,Café Brunchies,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 3,165 MORNINGSIDE ROAD,EH10 4AX,4363
324536.4017,671331.547700001,coffee shop,Caffé Nero,Class 2,Class 1,Class 3,Class 3,177 MORNINGSIDE ROAD,EH10 4AX,4364
324540.8595,671304.5702,charity shop,Capability Scotland,Class 4,Class 1,Class 1,Class 1,179 MORNINGSIDE ROAD,EH10 4QP,4365
324541.0309,671299.6011,hearing aids,Amplifon,Class 1,Class 1,Class 1,Class 1,183 MORNINGSIDE ROAD,EH10 4QP,4366
324541.5449,671294.4607,dry cleaner,Scotcleen,Class 1,Class 1,Class 1,Class 1,185 MORNINGSIDE ROAD,EH10 4QP,4367
324542.059,671287.7697,grocer,Costcutter,Class 1,Class 1,Class 1,Class 1,187 MORNINGSIDE ROAD,EH10 4QP,4368
324542.2303,671282.971899999,hot food take-away (Chinese),Food for U,Vacant,Class 1,SUI GENERIS,SUI GENERIS,189 MORNINGSIDE ROAD,EH10 4QP,4369
324542.573,671278.002800001,toys,Toys Galore,Class 1,Class 1,Class 1,Class 1,193 MORNINGSIDE ROAD,EH10 4QP,4370
324542.7725,671270.3708,charity shop,St. Columba's Hospice,Class 1,Class 1,Class 1,Class 1,195-197 MORNINGSIDE ROAD,EH10 4QP,4371
324543.1152,671265.059,hairdressers (gents - Turkish style hot shaves),First Class barbers,Class 1,Class 1,Vacant,Class 1,199 MORNINGSIDE ROAD,EH10 4QP,4372
324543.4579,671259.5758,ladies clothing,GreenSleeves,Class 1,Class 1,Class 1,Class 1,203 MORNINGSIDE ROAD,EH10 4QP,4373
324543.8006,671255.1208,estate agents,Jardine Phillips,Class 2,Class 2,Class 2,Class 2,205 MORNINGSIDE ROAD,EH10 4QP,4374
324543.5168,671231.1938,chemist,Boots,Class 1,Class 1,Class 1,Class 1,207-209 MORNINGSIDE ROAD,EH10 4QT,4375
324479.2275,671776.887599999,oriental rugs & ornaments,Persian Rug Village,Class 1,Class 1,Class 1,Class 1,34 MORNINGSIDE ROAD,EH10 4DA,4376
324479.3989,671770.205,hairdresser (ladies & gents),Kid's Stop,Class 1,Class 1,Class 1,Class 1,36 MORNINGSIDE ROAD,EH10 4DA,4377
324479.8848,671762.227499999,photographic studio,Images of Morningside,Class 1,Class 1,Class 2,Class 2,38 MORNINGSIDE ROAD,EH10 4DA,4378
324480.0562,671757.772500001,hairdresser,Panache,Class 1,Class 1,Class 1,Class 1,40 MORNINGSIDE ROAD,EH10 4DA,4379
324480.3736,671753.1405,"office services (mail boxes, packing, shipping, copying, laminating, binding, office supplies etc.)",Mail Boxes Etc., , ,Class 4,Class 4,44-46 MORNINGSIDE ROAD,EH10 4BZ,4380
324481.6292,671735.4298,"t.v., hi-fi, computers, digital cameras",Sony Centre, , ,Class 1,Class 1,48-50 MORNINGSIDE ROAD,EH10 4BZ,4381
324482.2556,671726.6348,vacant,vacant,Class 1,Class 1,Class 1,Vacant,54-56 MORNINGSIDE ROAD,EH10 4BZ,4382
324482.3118,671716.1713,"greengrocer, florist, delicatessen, confectioner",The Harvest Garden,Class 1,Class 1,Class 1,Class 1,58-60 MORNINGSIDE ROAD,EH10 4BZ,4383
324482.6545,671711.0309,n/t/c,Morningside News,Class 1,Class 1,Class 1,Class 1,62 MORNINGSIDE ROAD,EH10 4BZ,4384
324482.8258,671706.233100001,ladies clothing (bridal & evening wear),Kudos,Class 1,Class 1,Class 2,Class 1,66 MORNINGSIDE ROAD,EH10 4BZ,4385
324482.4551,671698.856699999,dressmaker,Helen Rennie,Class 1,Class 1,Class 1,Class 1,68 MORNINGSIDE ROAD,EH10 4BZ,4386
324482.7978,671693.7163,hairdresser,MacGregor,Class 1,Class 1,Class 1,Class 1,70 MORNINGSIDE ROAD,EH10 4BZ,4387
324483.1405,671688.4045,restaurant (Indian),Morningside Spice,Vacant,Vacant,Class 3,Class 3,74 MORNINGSIDE ROAD,EH10 4BY,4388
324483.427,671680.971899999,solicitors & estate agents,Hunters Residential,Class 1,Vacant,Class 2,Class 2,76-80 MORNINGSIDE ROAD,EH10 4BY,4389
324483.941,671674.631999999,hairdresser,Fleming Smith,Class 1,Class 1,Class 1,Class 1,84 MORNINGSIDE ROAD,EH10 4BY,4390
324484.2837,671668.1208,restaurant (Indian),The Clay Oven Restaurant,Class 3,Class 3,Class 3,Class 3,86-88 MORNINGSIDE ROAD,EH10 4BY,4391
324484.7416,671659.342700001,residential letting agency,Charles White Property management,Class 2,Class 2,Class 2,Class 2,92 MORNINGSIDE ROAD,EH10 4BY,4392
324485.2275,671651.0843,fine art,Morningside Gallery,Class 1,Class 1,Class 1,Class 1,94 MORNINGSIDE ROAD,EH10 4BY,4393
324485.5702,671646.457900001,carpets,Kristoffersen Carpets,Vacant,Class 1,Class 1,Class 1,96 MORNINGSIDE ROAD,EH10 4BY,4394
324512.9101,671264.856699999,bank,Lloyds TSB Scotland,Class 2,Class 2,Class 2,Class 2,200 MORNINGSIDE ROAD,EH10 4QQ,4395
324513.573,671254.286499999,charity shop,Oxfam, , ,Class 1,Class 1,204-206 MORNINGSIDE ROAD,EH10 4QQ,4396
324514.1966,671246.6601,charity shop (books),Oxfam,Class 3,Class 3,Class 3,Class 1,210 MORNINGSIDE ROAD,EH10 4QQ,4397
324503.7444,671234.837099999,chemist,Superdrug,Vacant,Class 1,Class 1,Class 1,212-214 MORNINGSIDE ROAD,EH10 4QQ,4398
324504.677,671220.8062,supermarket - small,Marks & Spencer - Simply Food,Class 1,Class 1,Class 1,Class 1,216 MORNINGSIDE ROAD,EH10 4QQ,4399
324514.5084,671210.4944,coffee kiosk,unknown - no name, , ,Class 3,Class 3,216(A) MORNINGSIDE ROAD,EH10 4QQ,4400
324516.6517,671189.5702,optician,Specsavers,Class 1,Class 1,Class 1,Class 1,302 MORNINGSIDE ROAD,EH10 4QH,4401
324516.823,671186.657299999,baker,Goodfellow & Steven,Class 1,Class 1,Class 1,Class 1,306 MORNINGSIDE ROAD,EH10 4QH,4402
324516.9944,671183.059,"clothing, astrology, tarot, tai-chi etc. (New Age services)",Fool Clothing,Class 1,Vacant,Class 1,Class 1,308 MORNINGSIDE ROAD,EH10 4QH,4403
324517.1657,671179.803400001,greeting cards & gifts,Mellstock Quire,Vacant,Class 1,Class 1,Class 1,310 MORNINGSIDE ROAD,EH10 4QH,4404
324517.5674,671174.0309,specialist cakes (celebration cakes),The Edinburgh Cake Shop,Class 1,Class 1,Class 1,Class 1,312 MORNINGSIDE ROAD,EH10 4QH,4405
324517.9129,671167.3708,greengrocer,Fruit-a-licious,Class 1,Class 1,Class 1,Class 1,314 MORNINGSIDE ROAD,EH10 4QH,4406
324518.2556,671161.373600001,candles & gifts,Candle-it,Class 1,Class 1,Class 1,Class 1,318 MORNINGSIDE ROAD,EH10 4QH,4407
324518.427,671153.741599999,building society,Nationwide,Class 2,Class 2,Class 2,Class 2,320 MORNINGSIDE ROAD,EH10 4QJ,4408
324518.5983,671149.6292,café & delicatessen,The Deli,Class 1,Class 1,Class 3,Class 3,324 MORNINGSIDE ROAD,EH10 4QJ,4409
324519.1124,671145.1742,grocer,Costcutter,Class 1,Class 1,Class 1,Class 1,326 MORNINGSIDE ROAD,EH10 4QJ,4410
324519.4832,671137.7388,fishmonger,Welch,Class 1,Class 1,Class 1,Class 1,328 MORNINGSIDE ROAD,EH10 4QJ,4411
324519.9972,671132.7697,cheesemonger,Ian J. Mellis,Class 1,Class 1,Class 1,Class 1,330 MORNINGSIDE ROAD,EH10 4QJ,4412
324520.3399,671127.8006,greeting cards,Hallmark,Class 1,Class 1,Class 1,Class 1,334 MORNINGSIDE ROAD,EH10 4QJ,4413
324520.6826,671123.1742,hot food take-away,Pizza Hut,Class 1,Vacant,SUI GENERIS,SUI GENERIS,336 MORNINGSIDE ROAD,EH10 4QJ,4414
324522.3371,671101.598300001,charity shop,Marie Curie Cancer Care,Class 1,Class 1,Class 1,Class 1,340 MORNINGSIDE ROAD,EH10 4QL,4415
324522.8511,671096.971899999,pets & pet supplies,Morningside Pets,Class 1,Class 1,Class 1,Class 1,344 MORNINGSIDE ROAD,EH10 4QL,4416
324523.1938,671092.002800001,"ladies clothing, accessories, handbags & jewellery",Ivies,Class 1,Class 1,Class 1,Class 1,346 MORNINGSIDE ROAD,EH10 4QL,4417
324523.7079,671087.7191,travel agent,Morningside Travel,Class 1,Class 1,Class 1,Class 1,348 MORNINGSIDE ROAD,EH10 4QL,4418
324523.7697,671083.797800001,vacant,vacant,Class 1,Class 1,Class 1,Vacant,350 MORNINGSIDE ROAD,EH10 4QL,4419
324524.1124,671078.486,baker (artisan baker),Bakery Andante,Class 1,Class 1,Class 1,Class 1,352 MORNINGSIDE ROAD,EH10 4QL,4420
324524.4551,671073.688200001,building society,Alliance & Leicester,Class 2,Class 2,Class 2,Class 2,356 MORNINGSIDE ROAD,EH10 4QN,4421
324525.1405,671064.657299999,vacant,vacant (formerly Chatterbox bakery & take-away),Class 1,Class 1,Class 1,Vacant,358 MORNINGSIDE ROAD,EH10 4QN,4422
324525.4832,671061.573000001,vacant,vacant,Class 1,Class 1,Class 1,Vacant,360 MORNINGSIDE ROAD,EH10 4QN,4423
325765,674227,vacant,vacant, , , ,Vacant, , ,4424
325763.0,674208.507300001,ladies lingerie,Bravissimo, , , ,Class 1,17 MULTREES WALK,EH1 3DQ,4425
325749.4927,674205.0,jeweller,Azendi, , , ,Class 1,19 MULTREES WALK,EH1 3DQ,4426
325738.0147,674202.0,pens,The Pen Shop, , ,Class 1,Class 1,21 MULTREES WALK,EH1 3DQ,4427
325721.9853,674206.492699999,fashion clothing,Replay, , , ,Class 1,23 MULTREES WALK,EH1 3DQ,4428
325706.5073,674202.9706,general clothing,Emporio Armani, , , ,Class 1,25 MULTREES WALK,EH1 3DQ,4429
325698.0,674201.1698,accessories / bags,Mulbery, , , ,Class 1,26 MULTREES WALK,EH1 3DQ,4430
325714.4927,674204.9706,general clothing,Reiss, , ,Class 1,Class 1,24 MULTREES WALK,EH1 3DQ,4431
325079.739,673984.5865,restaurant,Café Andaluz, , , ,Class 3,77B GEORGE STREET,EH2 3EE,4432
325667,674212,jeweller,Links of London, , ,Class 1,Class 1,3 MULTREES WALK,EH1 3DQ,4433
325672,674214,ladies clothing,Anne Fontaine, , ,Class 1,Class 1,4 MULTREES WALK,EH1 3DQ,4434
325686.0,674217.014699999,general clothing,Calvin Klein, , ,Class 1,Class 1,6 MULTREES WALK,EH1 3DQ,4435
324351.5751,673245.9234,vacant,vacant,Class 1,Class 4,Class 1,Vacant,202 MORRISON STREET,EH3 8EA,4436
324347.367,673246.0549,speciality tea & coffee merchant,The Better Beverage Company,Vacant,Class 9,Class 1,Class 1,204 MORRISON STREET,EH3 8EA,4437
324343.0275,673246.3179,graphic design studio,River Design,Class 2,Class 2,Class 4,Class 4,208 MORRISON STREET,EH3 8EA,4438
324338.9509,673246.4494,vacant,vacant,Class 1,Class 1, ,Vacant,210 MORRISON STREET,EH3 8EA,4439
324330.1864,673247.367000001,dental surgery,Stuart F. Steven & Associates, , ,Vacant,Class 2, , ,4440
324316.9696,673247.896,books,Robbie's Bookshop,Class 1,Class 1,Class 1,Class 1,220 MORRISON STREET,EH3 8EA,4441
324313.4191,673248.0275,hot food take-away,No. 1 Kebab,SUI GENERIS,Vacant,SUI GENERIS,SUI GENERIS,222 MORRISON STREET,EH3 8EA,4442
324310.1315,673248.159,specialist whiskies,Special Scotch Whisky,Class 1,Class 1,Class 1,Class 1,224 MORRISON STREET,EH3 8EA,4443
324307.2385,673248.159,vacant,vacant,Class 1,Class 1,Class 2,Vacant,226 MORRISON STREET,EH3 8EA,4444
324301.052,673248.4494,residential letting agency,Orchard & Shipman,Class 1,Class 1,Class 2,Class 2,230 MORRISON STREET,EH3 8EA,4445
324279.5535,673249.367000001,electrical goods,The Home Cinema Centre, , ,Class 1,Class 1,234-240 MORRISON STREET,EH3 8EA,4446
324253.4564,673251.852700001,computer components,Microlink,Class 4,Class 4,Class 4,Class 1,244 MORRISON STREET,EH3 8DT,4447
324245.0403,673251.984200001,restaurant,Papoli,Vacant,SUI GENERIS,SUI GENERIS,Class 3,244A MORRISON STREET,EH3 8DT,4448
324235.4407,673252.510199999,restaurant (Chinese),Chop Chop,Class 2,Vacant,Vacant,Class 3,248 MORRISON STREET,EH3 8DT,4449
324225.7095,673252.7732,restaurant (Indian),Mumbai Mansion,Class 1,Class 1,Class 1,Class 3,250 MORRISON STREET,EH3 8DT,4450
