X,Y,DESCRIP04,BUSINESS04,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
325780.7956,673219.1822,café,Forest Café, , ,Class 3,Class 3,2(GF) BRISTO PLACE,EH1 1EY,482
325754.4755,673242.044399999,china,John Donald & Co.,Class 1,Class 1,Class 1,Class 1,8-10 BRISTO PLACE,EH1 1EY,483
325786.2044,673184.6296,restaurant,Namaste,Vacant,Class 3,Class 3,Class 3,15 BRISTO PLACE,EH1 1EZ,484
325792.0385,673178.2652,"clinic, health centre (natural / herbal medicine)",Napiers Dispensary,Class 3,Class 3,Class 2,Class 2, , ,485
325797.6074,673172.9615,herbal remedies & therapies,Napiers Dispensary,Class 1,Class 1,Class 1,Class 1,18 BRISTO PLACE,EH1 1EZ,486
325859.6741,673070.5911,bank,Nat West, , ,Class 2,Class 2, , ,487
325879.5526,673203.508199999,bank,Bank of Scotland / HBOS,Class 2,Class 2,Class 2,Class 2,4 BRISTO SQUARE,EH8 9AL,488
325888.8844,673162.039999999,travel agent,STA Travel Ltd., , ,Class 1,Class 2,5 BRISTO SQUARE,EH8 9AL,489
325590.4614,673547.6931,café,The Deacon's House,Class 3,Class 3,Class 3,Class 3,"3 BRODIE'S CLOSE, ( 304 LAWNMARKET )",EH1 2PS,490
319403.0851,672426.302100001,grocer / convenience store (lic.) & post office,Costcutter, , ,Class 1,Class 1,37-41 BROOMHALL DRIVE,EH12 7QL,491
319409.6213,672421.8298,hairdresser,Ro'ann,Class 1,Class 1,Class 1,Class 1,43 BROOMHALL DRIVE,EH12 7QL,492
319414.6128,672418.5745,hair products,Hair and Beauty Supplies,Class 1,Class 1,Class 1,Class 1,45 BROOMHALL DRIVE,EH12 7QL,493
319817.8845,672193.9637,vacant,vacant,Class 1,UNKNOWN USE,Vacant,Vacant,14 BROOMHALL ROAD,EH12 7PB,494
319821.4315,672187.9705,grocer & n/t/c,Broomhouse Convenience Store, , ,Class 1,Class 1,16-18 BROOMHALL ROAD,EH12 7PB,495
319824.8562,672182.3442,hairdresser (ladies & gents),Bell Hair Co.,Class 1,Class 1,Class 1,Class 1,20 BROOMHALL ROAD,EH12 7PB,496
320173,671351,community health information,The Health Strategy Group,Class 1,Class 2,Class 2,Class 1,1-3 BROOMHOUSE MARKET,EH11 3UU,497
320175,671346,community information,Community One Stop Shop,Class 1,Class 2,Class 2, , , ,498
320176,671341,baker,G. McGuff,Class 1,Class 1,Class 1,Class 1,5 BROOMHOUSE MARKET,EH11 3UU,499
320179,671335,post office,Post Office, , ,Class 1,Class 1,7 BROOMHOUSE MARKET,EH11 3UU,500
320180,671331,vacant,vacant, , ,Vacant,Vacant,9 BROOMHOUSE MARKET,EH11 3UU,501
320181,671327,grocer,Broomhouse Minimarket,Class 1,Class 1,Class 1,Class 1,11 BROOMHOUSE MARKET,EH11 3UU,502
320186,671313,public house,The Gauntlet Bar and Lounge, , ,SUI GENERIS,SUI GENERIS,13 BROOMHOUSE MARKET,EH11 3UU,503
320031,670898,grocer & n/t/c,Premier Stores,Class 1,Class 1,Class 1,Class 1,367 BROOMHOUSE ROAD,EH11 3TA,504
325063.7451,672855.501700001,vacant,vacant (formerly Th:at Internet Café),Class 1,Class 1,Vacant,Class 4,1 BROUGHAM PLACE,EH3 9HW,505
325067.9971,672850.249199999,vacant,vacant (formerly Th:at Internet Café),Class 1,Class 4,Vacant,Class 2,1A BROUGHAM PLACE,EH3 9HW,506
325071.2487,672845.747,vacant,vacant (formerly Italian Style Dressmaking),Class 1,Class 1,Vacant,Vacant,2 BROUGHAM PLACE,EH3 9HW,507
325085.0005,672823.0,restaurant (Indian),Bombay Bicycle Club, , ,Class 3,Class 3,6-6A BROUGHAM PLACE,EH3 9HW,508
325070.0071,672793.740800001,public house,International Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,15 BROUGHAM PLACE,EH3 9JX,509
325056.5007,672813.2501,grocer,Razwan,Class 1,Class 1,Class 1,Class 1,15A-17 BROUGHAM PLACE,EH3 9JX,510
325043.5002,672833.2511,vacant,vacant (formerly Kara's),Vacant,Vacant,Vacant,Vacant,20 BROUGHAM PLACE,EH3 9JU,511
325045.5012,672829.999500001,baker / pasticceria,Marcella's / Angelo's Italian Bakery,Class 1,Vacant,Class 1,Vacant,20A BROUGHAM PLACE,EH3 9JU,512
325038.7508,672840.000499999,restaurant (French),La Bagatelle,Class 3,Class 3,Class 3,Class 3,22 BROUGHAM PLACE,EH3 9JU,513
325034.7585,672845.0277,restaurant (Thai),Sukhothai,Class 3,Class 3,Class 3,Class 3,23-23A BROUGHAM PLACE,EH3 9JU,514
325033.0019,672847.499299999,bagpipes & accessories,Gillanders & McLeod,Class 2,Class 2,Class 1,Class 4,25 BROUGHAM PLACE,EH3 9JU,515
325028.7499,672853.252,chemist,Horsburgh Pharmacy,SUI GENERIS,Class 1,Class 1,Class 1,26 BROUGHAM PLACE,EH3 9JU,516
324955.4964,672918.7546,post office,Post Office / Sweet Service,Class 1,Class 1,Class 1,Class 1,5 BROUGHAM STREET,EH3 9JS,517
324982.7494,672899.0019,chiropodist,Brougham Foot Clinic,Class 1,Class 1,Class 2,Class 2, , ,518
324960.7489,672915.7532,vacant,vacant (formerly Magnolia snacks & sandwiches),Class 1,Class 1,Vacant,Vacant,13A BROUGHAM STREET,EH3 9JS,519
324986.5012,672896.250600001,"second-hand cds, tapes, records",Backtracks,Class 1,Class 1,Class 1,Class 1,17 BROUGHAM STREET,EH3 9JS,520
324990.5031,672892.999,hot food take-away (kebabs),Turkish Doner Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,17A BROUGHAM STREET,EH3 9JS,521
325001.4993,672882.750800001,printers,Cowan Print,Class 1,Vacant,Class 4,Class 4,23 BROUGHAM STREET,EH3 9JS,522
325030.7546,672850.2454,"hot food take-away (fish & chips, pizzas, kebabs, burgers)",Babylon Takeaway,Class 3,Class 3,SUI GENERIS,SUI GENERIS,25-27 BROUGHAM STREET,EH3 9JT,523
325024.0014,672860.0,vacant,vacant,Class 1,Class 1,Vacant,Vacant,31 BROUGHAM STREET,EH3 9JT,524
325021.0,672863.751800001,n/t/c,Brougham Newsagency,Class 1,Class 1,Class 1,Vacant,33 BROUGHAM STREET,EH3 9JT,525
324966.9986,672949.4979,public house,Illicit Still,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2-4 BROUGHAM STREET,EH3 9JH,526
324974.0,672945.249199999,restaurant (Indian Tandoori),Caf East,Class 3,Class 3,Class 3,Class 3,6 BROUGHAM STREET,EH3 9JH,527
324982.2477,672938.750800001,health foods,Real Foods,Class 1,Class 1,Class 1,Class 1,8 BROUGHAM STREET,EH3 9JH,528
324989.7513,672933.248199999,solicitors & estate agents,Clark & Co.,Class 2,Class 2,Class 2,Class 2,12 BROUGHAM STREET,EH3 9JH,529
324996.9971,672927.502599999,restaurant (Indian),Shamiana,Class 3,Class 3,Class 3,Class 3,14-14A BROUGHAM STREET,EH3 9JH,530
325000.4988,672924.7513,hot food take-away,Spud-u-Like,Class 1,SUI GENERIS,SUI GENERIS,Vacant,18 BROUGHAM STREET,EH3 9JH,531
325005.001,672921.4998,grocer (lic.),Nina's Mini Market,SUI GENERIS,Class 1,Class 1,Class 1,18A BROUGHAM STREET,EH3 9JH,532
325022.7523,672905.9948,restaurant (Chinese),Fortune Cookie,Class 3,Class 3,Class 3,Class 3,24 BROUGHAM STREET,EH3 9JH,533
325028.7499,672901.497400001,public house,Cloisters Bar, , ,SUI GENERIS,SUI GENERIS,26 BROUGHAM STREET,EH3 9JH,534
325821.6232,674590.5595,restaurant,The Olive Branch,Class 1,Class 3,Class 3,Class 3,2 BROUGHTON PLACE,EH1 3RX,535
325826.1681,674591.857999999,second-hand books,Broughton Books,Class 1,Class 1,Class 1,Class 1,2A BROUGHTON PLACE,EH1 3RX,536
325422.1048,675094.344599999,supermarket - large,Tesco,Class 1,Class 1,Class 1,Class 1,7 BROUGHTON ROAD,EH7 4EW,537
325497.7894,675149.0529,hairdresser,Zoots,Class 1,Class 1,Class 1,Class 1,41 BROUGHTON ROAD,EH7 4EP,538
325544.6317,675185.8687,n/t/c,Allans,Class 1,Class 1,Class 1,Class 4,55 BROUGHTON ROAD,EH7 4EX,539
325549.3683,675188.237,dwelling,dwelling,Class 2,Vacant,Class 9, , , ,540
325603.8159,675223.473999999,"workwear, safety equipment",Rufflander Safety,Class 1,Vacant,Class 1,Class 1,89 BROUGHTON ROAD,EH7 4EG,541
325608.9471,675225.0529,dwelling,dwelling,Class 1,Class 1,Class 9, , , ,542
325619.4211,675229.473999999,public house,Blind Beggar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,97-99 BROUGHTON ROAD,EH7 4EG,543
325628.9471,675232.658199999,dwelling,dwelling,Class 4,Vacant,Class 9, , , ,544
325681.7894,675257.473999999,hot food take-away (Cantonese),Leader San,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,113 BROUGHTON ROAD,EH7 4EQ,545
325687.7101,675262.2106,hot food take-away,Fonzies Fish Takeaway,Class 3,SUI GENERIS,SUI GENERIS,SUI GENERIS,119 BROUGHTON ROAD,EH7 4EQ,546
325717.3418,675287.4211,n/t/c,Broughton Convenience Store,Class 1,Class 1,Class 1,Class 1,121-123 BROUGHTON ROAD,EH7 4JH,547
325713.3947,675284.658199999,courier,RACE,Vacant,Class 4,Class 4, , , ,548
325709.0529,675281.895199999,children's nursery,The Edinburgh Nursery,Vacant,Class 10,Class 10,Class 10, , ,549
325801.8943,675351.6317,pet grooming,Doggie Style,Class 1,Vacant,Class 2,Class 2,153 BROUGHTON ROAD,EH7 4JJ,550
325796.763,675347.289899999,n/a,Moriarti,Class 1,Class 1,UNKNOWN USE,UNKNOWN USE,157 BROUGHTON ROAD,EH7 4JJ,551
325415.0238,675038.395199999,public house,Stag's Head,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2-4 BROUGHTON ROAD,EH7 4EB,552
325621.9471,675205.104800001,dwelling,dwelling,Class 1,Class 1,Class 9, , , ,553
325935.0783,674406.857999999,café,Café Piccante,SUI GENERIS,SUI GENERIS,Class 3,Class 3,19 BROUGHTON STREET,EH1 3JU,554
325931.5073,674414.3246,hairdresser,Egg,Class 1,Class 1,Class 1,Class 1,23 BROUGHTON STREET,EH1 3JU,555
325928.5073,674420.429,public house,Mathers,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,25 BROUGHTON STREET,EH1 3JU,556
326393.3246,674824.908500001,n/t/c,Ben's Newsagent,Class 1,Class 1,Class 1,Class 1,97 BRUNSWICK STREET,EH7 5HR,557
326392.4804,674828.6231,hot food take-away,Quick Snack,Class 1,Class 1,SUI GENERIS,SUI GENERIS,99 BRUNSWICK STREET,EH7 5HR,558
326391.6362,674832.1688,hot food take-away,East India,Class 2,SUI GENERIS,SUI GENERIS,SUI GENERIS,103 BRUNSWICK STREET,EH7 5HR,559
326390.7919,674836.221100001,pet grooming,Pucci,Class 1,Class 1,Class 2,Class 1,105 BRUNSWICK STREET,EH7 5HR,560
326388.1558,674846.0381,pictures & picture framing,Old Scotland in Pictures, , ,Class 1,Class 1,107-109 BRUNSWICK STREET,EH7 5HR,561
326386.6362,674854.4804,restaurant,Vittoria,Class 3,Class 3,Class 3,Class 3,113-115 BRUNSWICK STREET,EH7 5HR,562
326364.4031,674816.883400001,vacant,vacant,Class 4,Class 4,Vacant,Class 1,90 BRUNSWICK STREET,EH7 5HU,563
326363.0523,674822.793,wine merchant,Oddbins,Class 1,Class 1,Class 1,Class 1,94-96 BRUNSWICK STREET,EH7 5HU,564
324573.5182,672140.325300001,hairdresser (ladies & gents),Greig Firth,Class 1,Class 1,Class 1,Class 1,2 BRUNTSFIELD AVENUE,EH10 4EP,565
324517.0108,672222.0,bathroom fittings & tiles,Bathroom Design,Vacant,Class 1,Class 1,Class 1,26 BRUNTSFIELD AVENUE,EH10 4EW,566
324700.2275,672204.081499999,sports equipment & clothing,Bruntsfield Sports,Class 1,Class 1,Class 1,Class 1,103-105 BRUNTSFIELD PLACE,EH10 4EQ,567
324695.6011,672198.7697,ladies clothing,Scoosh,Class 1,Class 1,Class 1,Class 1,107 BRUNTSFIELD PLACE,EH10 4EQ,568
324690.0,672192.2247,solicitors & estate agents,Menzies Dougal,Class 1,Class 2,Class 2,Class 2,109-111 BRUNTSFIELD PLACE,EH10 4EQ,569
324686.059,672188.112400001,n/t/c & grocer,Bruntsfield News,Class 1,Class 1,Class 1,Class 1,115 BRUNTSFIELD PLACE,EH10 4EQ,570
324681.0309,672182.598300001,toys & gifts,Baloo,Class 1,Class 1,Class 1,Class 1,117 BRUNTSFIELD PLACE,EH10 4EQ,571
324678.118,672179.514,computer ink cartridge re-filling & recycling,Smart Cartridge,Class 2,Class 2,Class 1,Class 1,119 BRUNTSFIELD PLACE,EH10 4EQ,572
324675.3764,672176.6011,organic foods & environmentally friendly goods (detergents etc.),The Engine Shed Shop,Class 1,Vacant,Class 1,Class 1,123 BRUNTSFIELD PLACE,EH10 4EQ,573
324671.4326,672171.823000001,homeware,Miam Miam,Class 1,Class 1,Class 1,Class 1,125 BRUNTSFIELD PLACE,EH10 4EQ,574
324667.1489,672167.368000001,chemist,Lloyds Pharmacy,Class 1,Class 1,Class 1,Class 1,129 BRUNTSFIELD PLACE,EH10 4EQ,575
324649.8539,672151.508400001,children's clothing,Nippers,Class 2,Vacant,Class 1,Class 1,131 BRUNTSFIELD PLACE,EH10 4EB,576
324646.5983,672148.081499999,hairdresser,Kimiko,Vacant,Class 1,Class 1,Class 1,133 BRUNTSFIELD PLACE,EH10 4EB,577
324643.3427,672144.997199999,jewellery,Rosie Brown,Vacant,Class 1,Class 1,Class 1,137 BRUNTSFIELD PLACE,EH10 4EB,578
324640.2584,672141.912900001,vacant,vacant (formerly Sweet Art gifts), , ,Vacant,SUI GENERIS,139 BRUNTSFIELD PLACE,EH10 4EB,579
324637.3455,672139.1713,photo processing / dry cleaners,Klick / Munro,Class 1,Class 1,Class 1,Class 1,141 BRUNTSFIELD PLACE,EH10 4EB,580
324571.2865,672091.0,"delicatessen, wine merchant & restaurant",Peckhams,Class 1,Class 1,Class 1,Class 1,155-159 BRUNTSFIELD PLACE,EH10 4DG,581
324559.1629,672084.6208,restaurant,Montpeliers,Class 3,Class 3,Class 3,Class 3,159A-163A BRUNTSFIELD PLACE,EH10 4DG,582
326136.0,672735.292300001,residential,no name on fascia,Vacant,Class 9,Class 9,Class 4,78 BUCCLEUCH STREET,EH8 9NH,583
326145.6305,672712.1691,role playing games,Black Lion Games,Class 1,Class 1,Class 11,Class 11,90 BUCCLEUCH STREET,EH8 9NH,584
326149.215,672705.091800001,vacant,vacant,Class 1,Class 1,Vacant,Class 3,94 BUCCLEUCH STREET,EH8 9NH,585
326150.9687,672700.4155,hairdresser,Ebony & Ivory,Class 1,Class 1,Class 1,Class 1,98 BUCCLEUCH STREET,EH8 9NH,586
326153.9227,672692.922700001,second-hand goods,no name on fascia, , ,Class 1,Vacant,104 BUCCLEUCH STREET,EH8 9NQ,587
326204.8768,672825.5845,vacant,vacant,Class 1,Class 4,Vacant,Class 2,5 CLERK STREET,EH8 9JH,588
326215.6764,672804.077299999,bank,Lloyds TSB Scotland, , ,Class 2,Class 2,11 CLERK STREET,EH8 9JH,589
326218.0146,672799.6931,vacant,vacant,Class 1,Class 1,Vacant,Class 1,13 CLERK STREET,EH8 9JH,590
326222.5845,672791.507300001,vacant,vacant,Class 1,Class 1,Vacant,Class 1,17 CLERK STREET,EH8 9JH,591
326225.7996,672786.246400001,optician,Browns Optician,Class 1,Class 1,Class 1,Class 1,19 CLERK STREET,EH8 9JH,592
324551.9157,672080.8006,jeweller,McDonald-Greene,Class 1,Class 1,Class 1,Class 1,165 BRUNTSFIELD PLACE,EH10 4DG,593
324547.632,672078.401699999,sandwich shop,Subway,Class 1,Class 1,Class 1,Class 1,165A BRUNTSFIELD PLACE,EH10 4DG,594
324543.0056,672076.002800001,"fabrics, curtains, upholstery, interior design",Marilyn Rose,Vacant,Class 1,Class 1,Class 1,165B BRUNTSFIELD PLACE,EH10 4DG,595
324537.2275,672071.7697,hairdresser,J2,Class 1,Class 1,Class 1,Vacant,167 BRUNTSFIELD PLACE,EH10 4DG,596
324534.3146,672069.028100001,"hot food take-away (fish & chips, pizzas)",Globetrotter,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,169 BRUNTSFIELD PLACE,EH10 4DG,597
324532.7725,672065.4298,restaurant & hot food take-away,Himalaya Tandoori Restaurant,Class 3,Class 3,Class 3,Class 3,171 BRUNTSFIELD PLACE,EH10 4DG,598
324530.7135,672060.912900001,n/t/c & grocer,AVI Newsagents,Class 1,Class 1,Class 1,Class 2,175 BRUNTSFIELD PLACE,EH10 4DG,599
324529.1713,672056.6292,chemist,Paton & Finlay,Class 1,Class 1,Class 1,Class 1,177 BRUNTSFIELD PLACE,EH10 4DG,600
324527.9719,672052.8595,hot food take-away (Chinese),Good Food,SUI GENERIS,Class 1,SUI GENERIS,SUI GENERIS,179 BRUNTSFIELD PLACE,EH10 4DG,601
324526.2556,672046.9663,ladies clothing (dress exchange agency),The Changing Room,Class 4,Class 1,Class 1,Class 1,181 BRUNTSFIELD PLACE,EH10 4DG,602
324525.0562,672042.682600001,restaurant (Italian),Inca,Class 11,Class 11,Class 3,Class 3,183 BRUNTSFIELD PLACE,EH10 4DG,603
324523.8567,672037.713500001,antiques,Young Antiques,Class 1,Class 1,Class 1,Class 1,185 BRUNTSFIELD PLACE,EH10 4DG,604
324518.1152,671989.1713,fishmonger,George Hughes & Son,Class 1,Class 1,Class 1,Class 1,197 BRUNTSFIELD PLACE,EH10 4DQ,605
324517.7725,671980.6292,solicitors & estate agents,Lindsays W.S.,Class 1,Class 1,Class 2,Class 2,201-203 BRUNTSFIELD PLACE,EH10 4DH,606
324517.6011,671973.7697,stationery & luxury paper gifts,Creative Social Stationery,Class 1,Class 1,Class 1,Class 1,205 BRUNTSFIELD PLACE,EH10 4DH,607
324517.4298,671957.1994,"greeting cards, calendars, stationery, gifts",Everyone's Designs,Class 1,Class 1,Class 1,Class 1,213 BRUNTSFIELD PLACE,EH10 4DH,608
324517.6011,671952.401699999,"antiques, curios, homewares",Sheelagh Easton,Class 1,Class 1,Class 1,Class 1,217 BRUNTSFIELD PLACE,EH10 4DH,609
324517.6011,671947.6039,photographic goods,Edinburgh Cameras,Class 1,Class 1,Class 1,Class 1,219 BRUNTSFIELD PLACE,EH10 4DH,610
324713.8399,672260.004799999,"leather goods, luggage; kilt hire & purchase",Manacraft Leather & Highland Co.,Class 1,Class 1,Class 1,Class 1,88 BRUNTSFIELD PLACE,EH10 4HG,611
324698.4598,672246.127900001,financial services - insurance,Swinton Insurance,Class 1,Class 2,Class 2,Class 2,90-92 BRUNTSFIELD PLACE,EH10 4ES,612
324694.0141,672241.956599999,"homeware, gifts, fancy goods",Bon Marché,Class 1,Class 1,Class 1,Class 1,96 BRUNTSFIELD PLACE,EH10 4ES,613
324689.2107,672237.4036,bank admin.,Bank of Scotland / HBOS,Class 2,Class 2,Class 4,Class 4,98 BRUNTSFIELD PLACE,EH10 4ES,614
324686.771,672235.0724,sandwich bar & café,Sumo,Class 1,SUI GENERIS,Class 1,Class 3,100 BRUNTSFIELD PLACE,EH10 4ES,615
324684.0602,672232.470000001,"homeware, gifts, fancy goods",Touch,Class 2,Class 4,Class 1,Vacant,104 BRUNTSFIELD PLACE,EH10 4ES,616
324681.4578,672229.9219,"homeware, gifts, fancy goods,  greeting cards",Loco,Class 1,Class 1,Class 1,Class 1,106 BRUNTSFIELD PLACE,EH10 4ES,617
324677.012,672225.6085,"homeware, gifts, fancy goods",Halibut & Herring,Class 1,Class 1,Class 1,Class 1,108 BRUNTSFIELD PLACE,EH10 4ES,618
324673.5121,672222.355599999,greeting cards & gift wrap,The Bay Tree Company,Class 1,Class 1,Class 1,Class 1,110 BRUNTSFIELD PLACE,EH10 4ES,619
324669.5543,672218.8858,optician,R.C. Cunning,Class 1,Class 1,Class 1,Class 1,114 BRUNTSFIELD PLACE,EH10 4ES,620
324665.2228,672214.337400001,winter sports clothing & equipment,Freeze,Class 1,Class 1,Class 1,Class 1,116 BRUNTSFIELD PLACE,EH10 4ES,621
324661.8615,672211.0845,beauty salon,Bibi,Vacant,Vacant,Class 1,Class 1,118 BRUNTSFIELD PLACE,EH10 4ES,622
324658.2832,672207.6689,homeware (Spanish style),Hasta Manana,Class 1,Class 1,Class 1,Class 1,120 BRUNTSFIELD PLACE,EH10 4ES,623
324652.6473,672202.23,wine merchant,Bottoms Up,Class 1,Vacant,Class 1,Class 3,124-130 BRUNTSFIELD PLACE,EH10 4ES,624
324634.0542,672181.6085,grocer / convenience store,Scotmid,Class 1,Class 1,Class 1,Class 1,132-134 BRUNTSFIELD PLACE,EH10 4ER,625
324630.235,672178.271199999,photographic goods & photo processing,Camera Image,Class 1,Class 1,Class 1,Class 1,136 BRUNTSFIELD PLACE,EH10 4ER,626
324625.3373,672174.1204,greengrocer,The Central Fruit Shop,Class 1,Class 1,Class 1,SUI GENERIS,138 BRUNTSFIELD PLACE,EH10 4ER,627
324622.3494,672171.518100001,sandwich bar,Kipp's Continental Take-Away,Class 2,Class 1,Class 1,SUI GENERIS,140 BRUNTSFIELD PLACE,EH10 4ER,628
324619.3615,672169.2049,ladies clothing (bridal & evening gowns),Dressy,Vacant,Class 1,Class 1,Class 1,144 BRUNTSFIELD PLACE,EH10 4ER,629
324616.9519,672167.1808,florist,Honeysuckle,Class 1,Class 1,Class 1,Class 1,146 BRUNTSFIELD PLACE,EH10 4ER,630
324612.6626,672163.409600001,"greeting cards, gifts",Bruntsfield Cards,Class 1,Class 1,Class 1,Class 1,148 BRUNTSFIELD PLACE,EH10 4ER,631
324609.2892,672160.518100001,shoe repairs / key cutting,S.O.S.,Class 1,Class 1,Class 1,Class 1,150 BRUNTSFIELD PLACE,EH10 4ER,632
324605.4338,672157.337400001,"hardware, domestic appliance parts & servicing",Bruntsfield Hoover Service,Class 1,Class 1,Class 1,Class 1,154 BRUNTSFIELD PLACE,EH10 4ER,633
324600.3734,672153.6987,"home-made food (preserves etc.), outside caterers",A La Carte,Class 1,Class 1,Class 1,Class 1,156 BRUNTSFIELD PLACE,EH10 4ER,634
324597.8675,672151.9638,restaurant (Italian),Papilio,Class 3,Class 3,Class 3,Class 3,158 BRUNTSFIELD PLACE,EH10 4ER,635
324592.2772,672148.1085,beauty salon,Bodiwize,Vacant,Class 1,Class 1,Class 1,164 BRUNTSFIELD PLACE,EH10 4ER,636
324587.5902,672144.8553,"soft toys, greeting cards",The Owl and the Pussycat,Class 1,Class 1,Class 1,Class 1,166 BRUNTSFIELD PLACE,EH10 4ER,637
324583.4458,672142.1566,residential letting agency,Albany Lettings,Class 1,Class 1,Class 2,Class 2,168 BRUNTSFIELD PLACE,EH10 4ER,638
324579.8796,672139.554199999,jeweller,Fabulous Fakes,Class 4,Class 1,Class 1,Class 1,170 BRUNTSFIELD PLACE,EH10 4ER,639
324575.8315,672136.9519,chocolate confectionery,Coco of Bruntsfield,Vacant,Class 1,Class 1,Class 1,174 BRUNTSFIELD PLACE,EH10 4ER,640
324553.1807,672123.1204,wine merchant,Oddbins,Class 1,Class 1,Class 1,Class 1,176 BRUNTSFIELD PLACE,EH10 4DF,641
324549.2289,672120.325300001,ladies clothing,Variations,Class 1,Class 1,Class 1,Class 1,178 BRUNTSFIELD PLACE,EH10 4DF,642
324543.6387,672116.566400001,restaurant,Café Grande, , ,Class 3,Class 3,182-184 BRUNTSFIELD PLACE,EH10 4DF,643
324537.1083,672112.1204,butcher,William Christie,Class 1,Class 1,Class 1,Class 1,186 BRUNTSFIELD PLACE,EH10 4DF,644
324534.1204,672110.0,homeware,PL8,Class 1,Class 1,Class 1,Class 1,188 BRUNTSFIELD PLACE,EH10 4DF,645
324529.9759,672107.494000001,celebration cakes,The Edinburgh Cake Shop / Goodfellow & Steven,Class 1,Class 1,Class 1,Class 3,192-194 BRUNTSFIELD PLACE,EH10 4DF,646
324525.4459,672104.506100001,n/t/c,News Plus,Class 1,Class 1,Class 1,Class 1,196 BRUNTSFIELD PLACE,EH10 4DF,647
324520.1564,672101.1083,baker,Greggs,Class 1,Class 1,Class 1,Class 1,198 BRUNTSFIELD PLACE,EH10 4DF,648
324516.2047,672098.6987,hairdresser,Craig Davidson,Class 1,Class 1,Class 1,Class 1,200 BRUNTSFIELD PLACE,EH10 4DF,649
324511.6747,672095.614499999,fishmonger,Robert Main & Sons,Class 1,Class 1,Class 1,Class 1,202 BRUNTSFIELD PLACE,EH10 4DF,650
324507.4338,672093.1085,bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,206 BRUNTSFIELD PLACE,EH10 4DF,651
324490.9637,672051.242799999,restaurant (Scottish),Howies,Class 2,Class 2,Class 3,Class 3,208 BRUNTSFIELD PLACE,EH10 4DE,652
324880.0024,672582.252499999,"financial services - accountancy, tax returns, investment etc.",The Gillespie Partnership,Class 1,Vacant,Class 2,Class 1,1 BRUNTSFIELD PLACE,EH10 4HN,653
324877.7513,672577.2501,internet access,The Portal,Class 1,Vacant,Class 1,Vacant,2 BRUNTSFIELD PLACE,EH10 4HN,654
324875.0,672571.9976,restaurant (Chinese),Lee-On,Class 3,Class 3,Class 3,Class 3,4-5 BRUNTSFIELD PLACE,EH10 4HN,655
324871.7513,672564.749399999,charity shop,Thrift Shop (Family Care),Class 1,Class 1,Class 1,Class 1,6 BRUNTSFIELD PLACE,EH10 4HN,656
324908.2487,672574.001,"antique clocks, repairs",Bruntsfield Clocks,Class 1,Class 1,Class 1,Class 2,7 BRUNTSFIELD PLACE,EH10 4HN,657
324906.4979,672570.499299999,beauty salon,Zen Lifestyle,Class 1,Class 1,Class 1,Class 1,9 BRUNTSFIELD PLACE,EH10 4HN,658
324869.5017,672560.0,hairdresser,Riva Hair Design,Class 1,Class 1,Class 1,Class 1,10 BRUNTSFIELD PLACE,EH10 4HN,659
324863.5026,672548.0024,"hi-fi equipment, televisions",Bang & Olufsen / Patersons of Stockbridge,Vacant,Vacant,Class 1,Class 1,11 BRUNTSFIELD PLACE,EH10 4HN,660
324861.0014,672543.2501,designer cakes & confectionery,Cake & Chocolate Shop, ,Class 1,Class 1,Class 1,12 BRUNTSFIELD PLACE,EH10 4HN,661
324858.2501,672537.9976,sports equipment & clothing,Snowlines / Footworks,Class 1,Class 1,Class 1,Class 1,14-17 BRUNTSFIELD PLACE,EH10 4HN,662
324855.2525,672530.7523,Chinese supermarket,Sin Fung,Class 1,Class 1,Class 1, , , ,663
324852.5012,672525.7499,"t.v., video & hi-fi repairs",Hi-Fi Repair Shop,Class 1,Class 1,Class 1,Class 1,19 BRUNTSFIELD PLACE,EH10 4HN,664
324850.0,672520.747500001,baker,Breadwinner / Stromboli,Class 1,Class 1,Class 1,Class 1,20 BRUNTSFIELD PLACE,EH10 4HN,665
324846.0014,672512.251499999,surfing equipment & clothing,Saltwater Surf Shop,Class 1,Vacant,Class 1,Vacant,22 BRUNTSFIELD PLACE,EH10 4HN,666
324844.7508,672508.249600001,hairdresser,Kilmour Thomson,Class 1,Class 1,Class 1,Class 1,23 BRUNTSFIELD PLACE,EH10 4HN,667
324843.5045,672503.2554,bicycles,Velo Ecosse,Class 1,Class 1,Class 1,Class 1,25-27 BRUNTSFIELD PLACE,EH10 4HJ,668
324841.7537,672496.7523,books (new & second-hand),The Book Swop,Class 1,Class 1,Class 1,Class 1,28 BRUNTSFIELD PLACE,EH10 4HJ,669
